BatchNO,DATE,DEPT,Week Day,Shift Code,Remark,Emp Name,Time In,Time Out,Adj In,Adj Out
0131,25/10/2023,MC,Wed,0800WKL,,KCS,7:44 am,6:12 pm,7:44 am,6:12 pm
0131,26/10/2023,MC,Thu,0800WKL,,KCS,7:56 am,6:03 pm,7:56 am,6:03 pm
0131,27/10/2023,MC,Fri,0800WKL,1 DAY ANNU,KCS,,,,
0131,28/10/2023,MC,Sat,0800ODL,Off Day,KCS,,,,
0131,29/10/2023,MC,Sun,0800RDL,Rest Day,KCS,,,,
0131,30/10/2023,MC,Mon,0800WKL,,KCS,8:00 am,6:11 pm,8:00 am,6:11 pm
0131,31/10/2023,MC,Tue,0800WKL,,KCS,7:52 am,6:03 pm,7:52 am,6:03 pm
0140,01/10/2023,HQ,Sun,0800RDL,Rest Day,IT2,,,,
0140,02/10/2023,HQ,Mon,0800WKL,,IT2,7:54 am,6:06 pm,7:54 am,6:06 pm
0140,03/10/2023,HQ,Tue,0800WKL,,IT2,7:52 am,6:07 pm,7:52 am,6:07 pm
0140,04/10/2023,HQ,Wed,0800WKL,,IT2,7:53 am,6:06 pm,7:53 am,6:06 pm
0140,05/10/2023,HQ,Thu,0800WKL,,IT2,7:54 am,6:10 pm,7:54 am,6:10 pm
0140,06/10/2023,HQ,Fri,0800WKL,1 DAY NPL,IT2,,,,
0140,07/10/2023,HQ,Sat,0800ODL,Off Day,IT2,,,,
0140,08/10/2023,HQ,Sun,0800RDL,Rest Day,IT2,,,,
0140,09/10/2023,HQ,Mon,0800WKL,,IT2,7:41 am,6:09 pm,7:41 am,6:09 pm
0140,10/10/2023,HQ,Tue,0800WKL,,IT2,7:53 am,6:04 pm,7:53 am,6:04 pm
0140,11/10/2023,HQ,Wed,0800WKL,,IT2,7:44 am,6:03 pm,7:44 am,6:03 pm
0140,12/10/2023,HQ,Thu,0800WKL,,IT2,7:45 am,6:06 pm,7:45 am,6:06 pm
0140,13/10/2023,HQ,Fri,0800WKL,,IT2,7:48 am,6:04 pm,7:48 am,6:04 pm
0140,14/10/2023,HQ,Sat,0800ODL,Off Day,IT2,,,,
0140,15/10/2023,HQ,Sun,0800RDL,Rest Day,IT2,,,,
0140,16/10/2023,HQ,Mon,0800WKL,,IT2,7:34 am,6:09 pm,7:34 am,6:09 pm
0140,17/10/2023,HQ,Tue,0800WKL,,IT2,7:50 am,6:06 pm,7:50 am,6:06 pm
0140,18/10/2023,HQ,Wed,0800WKL,,IT2,7:51 am,6:09 pm,7:51 am,6:09 pm
0140,19/10/2023,HQ,Thu,0800WKL,,IT2,7:52 am,6:08 pm,7:52 am,6:08 pm
0140,20/10/2023,HQ,Fri,0800WKL,,IT2,7:49 am,6:04 pm,7:49 am,6:04 pm
0140,21/10/2023,HQ,Sat,0800ODL,Off Day,IT2,,,,
0140,22/10/2023,HQ,Sun,0800RDL,Rest Day,IT2,,,,
0140,23/10/2023,HQ,Mon,0800WKL,4 HOUR GATEPASS,IT2,7:52 am,12:10 pm,7:52 am,6:00 pm
0140,24/10/2023,HQ,Tue,0800WKL,,IT2,7:47 am,6:03 pm,7:47 am,6:03 pm
0140,25/10/2023,HQ,Wed,0800WKL,,IT2,7:44 am,6:05 pm,7:44 am,6:05 pm
0140,26/10/2023,HQ,Thu,0800WKL,,IT2,7:46 am,6:03 pm,7:46 am,6:03 pm
0140,27/10/2023,HQ,Fri,0800WKL,4 HOUR GATEPASS,IT2,12:23 pm,6:04 pm,8:00 am,6:04 pm
0140,28/10/2023,HQ,Sat,0800ODL,Off Day,IT2,,,,
0140,29/10/2023,HQ,Sun,0800RDL,Rest Day,IT2,,,,
0140,30/10/2023,HQ,Mon,0800WKL,,IT2,7:40 am,6:03 pm,7:40 am,6:03 pm
0140,31/10/2023,HQ,Tue,0800WKL,,IT2,7:43 am,6:06 pm,7:43 am,6:06 pm
0141,01/10/2023,BMW,Sun,0800RDL,Rest Day,SBS2,,,,
0141,02/10/2023,BMW,Mon,0800WKL,,SBS2,7:47 am,6:00 pm,7:47 am,6:00 pm
0141,03/10/2023,BMW,Tue,0800WKL,,SBS2,7:43 am,,7:43 am,6:00 pm
0141,04/10/2023,BMW,Wed,0800WKL,,SBS2,7:48 am,,7:48 am,6:00 pm
0141,05/10/2023,BMW,Thu,0800WKL,1 DAY NPL,SBS2,,,,
0141,06/10/2023,BMW,Fri,0800WKL,,SBS2,7:48 am,,7:48 am,6:00 pm
0141,07/10/2023,BMW,Sat,0800ODL,Off Day,SBS2,,,,
0141,08/10/2023,BMW,Sun,0800RDL,Rest Day,SBS2,,,,
0141,09/10/2023,BMW,Mon,0800WKL,,SBS2,7:52 am,,7:52 am,6:00 pm
0141,10/10/2023,BMW,Tue,0800WKL,,SBS2,7:48 am,,7:48 am,6:00 pm
0141,11/10/2023,BMW,Wed,0800WKL,,SBS2,7:45 am,,7:45 am,6:00 pm
0141,12/10/2023,BMW,Thu,0800WKL,,SBS2,7:51 am,,7:51 am,6:00 pm
0141,13/10/2023,BMW,Fri,0800WKL,,SBS2,7:45 am,,7:45 am,6:00 pm
0141,14/10/2023,BMW,Sat,0800ODL,Off Day,SBS2,,,,
0141,15/10/2023,BMW,Sun,0800RDL,Rest Day,SBS2,,,,
0141,16/10/2023,BMW,Mon,0800WKL,,SBS2,7:48 am,,7:48 am,6:00 pm
0141,17/10/2023,BMW,Tue,0800WKL,,SBS2,7:47 am,,7:47 am,6:00 pm
0141,18/10/2023,BMW,Wed,0800WKL,,SBS2,7:49 am,,7:49 am,6:00 pm
0141,19/10/2023,BMW,Thu,0800WKL,,SBS2,7:48 am,,7:48 am,6:00 pm
0141,20/10/2023,BMW,Fri,0800WKL,1 DAY NPL,SBS2,,,,
0141,21/10/2023,BMW,Sat,0800ODL,Off Day,SBS2,,,,
0141,22/10/2023,BMW,Sun,0800RDL,Rest Day,SBS2,,,,
0141,23/10/2023,BMW,Mon,0800WKL,,SBS2,7:49 am,,7:49 am,6:00 pm
0141,24/10/2023,BMW,Tue,0800WKL,1 DAY SICKEXT,SBS2,,,,
0141,25/10/2023,BMW,Wed,0800WKL,,SBS2,7:48 am,,7:48 am,6:00 pm
0141,26/10/2023,BMW,Thu,0800WKL,,SBS2,7:44 am,,7:04 am,6:00 pm
0141,27/10/2023,BMW,Fri,0800WKL,1 DAY NPL,SBS2,,,,
0141,28/10/2023,BMW,Sat,0800ODL,Off Day,SBS2,,,,
0141,29/10/2023,BMW,Sun,0800RDL,Rest Day,SBS2,,,,
0141,30/10/2023,BMW,Mon,0800WKL,,SBS2,7:53 am,,7:53 am,6:00 pm
0141,31/10/2023,BMW,Tue,0800WKL,Odd Clocking,SBS2,7:46 am,,,

